                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r22.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231128"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                                     225                                      889                  1.0165208135787771E+006                  5.2101012510225670E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.6108363045385241E+000                  3.7291510949143231E-001                  7.8128082635353646E-008                  9.9999999112729399E-001                  9.9999995894601534E-001                  3.7291510949143231E-001                  7.8128082635353646E-008                  9.9999999112729399E-001                  9.9999995894601534E-001                  4.3048833520263399E+000                 -2.9203690961612111E+001                 -9.8999999999999986E+001                  4.3048833520263399E+000                  1.5656393669102602E+000                  4.3040909666377631E+000                 -2.9203690961612111E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1409002618393119E+033                  1.0860518434355293E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4813733539399756E+000                  4.3042832665094855E+000                  7.1204808623928817E-001                  4.1900627138802378E+000                  0.0000000000000000E+000                  1.6457870390468209E+001                  7.6017618253823072E-001                  7.5274982253750418E+000                  6.3336544395854999E-001                  8.3307283859830106E-001                  1.3408519736083517E+000                  6.6614563845044572E-001                  3.1371590573549724E-001                  9.1887326755370479E-005                  6.0139162044793503E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0305142162484081E+001                  4.3928060508759179E+000                                        3                                       10 
                                     230                                      891                  2.3551978211826524E+006                  5.4679456812548466E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.3662429970152834E+000                  3.5740358687006152E-001                  7.8128082413309041E-008                  3.7906940478685208E-001                  3.6945701141638304E-001                  3.5740358687006152E-001                  7.8128082413309041E-008                  3.7906940478685208E-001                  3.6945701141638304E-001                  4.3334971232614201E+000                 -2.9068195752267361E+001                 -1.1138109839567303E+001                  4.3334971232614201E+000                  1.4704825781719035E+000                  4.3329013683798623E+000                 -2.9068195752267361E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1414878665865135E+033                  1.0716415285401077E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4754635628325152E+000                  4.3330662563996114E+000                  7.3825916339927222E-001                  4.1376405595602694E+000                  0.0000000000000000E+000                  1.6428270578260644E+001                  7.4547284345583298E-001                  7.5270480122746575E+000                  6.6034924481580470E-001                  8.0723710196002518E-001                  1.4142009619629572E+000                  6.1447417526631509E-001                  3.6567620586838484E-001                  1.1473353016761554E-004                  3.7339244370941786E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0021170154024857E+001                  4.6781359140939633E+000                                        3                                       10 
                                     235                                      911                  3.6040974176466833E+006                  5.3682132672260643E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.0935085580244923E+000                  3.3855492957731836E-001                  7.8128082246775588E-008                  3.8213898816330166E-001                  3.6229182917366332E-001                  3.3855492957731836E-001                  7.8128082246775588E-008                  3.8213898816330166E-001                  3.6229182917366332E-001                  4.3629463853901571E+000                 -2.8765821057138456E+001                 -1.1439139835231284E+001                  4.3629463853901571E+000                  1.3869935821026604E+000                  4.3624871227489539E+000                 -2.8765821057138456E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1284651995774449E+033                  1.0321209581993780E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4702530539645373E+000                  4.3625493363340020E+000                  7.6342172110242212E-001                  4.0873154441539699E+000                  0.0000000000000000E+000                  1.6410341612668990E+001                  7.4067521783105073E-001                  7.5296895658246017E+000                  6.9119544939493927E-001                  7.8018814619363175E-001                  1.5001935893553155E+000                  5.6037627288950709E-001                  4.1993807843256220E-001                  1.2883517933196529E-004                  2.4411848805102831E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  9.7384348915398196E+000                  4.9616291510668225E+000                                        3                                       10 
                                     240                                      920                  4.6933058154294826E+006                  5.3180684933284379E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.8511952699536458E+000                  3.2266828696755800E-001                  7.8128082579842495E-008                  3.8213898816330188E-001                  3.6061593199728725E-001                  3.2266828696755800E-001                  7.8128082579842495E-008                  3.8213898816330188E-001                  3.6061593199728725E-001                  4.3906527192923273E+000                 -2.8415157159739611E+001                 -1.0962018580511621E+001                  4.3906527192923273E+000                  1.3067177307744089E+000                  4.3902945994617228E+000                 -2.8415157159739611E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.0972272559158497E+033                  1.0076363037884558E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4649788254803511E+000                  4.3902562525028470E+000                  7.8782363615521811E-001                  4.0385116140483781E+000                  0.0000000000000000E+000                  1.6398324033697264E+001                  7.4086425274874668E-001                  7.5335434288205629E+000                  7.2420946163344413E-001                  7.5379731934186800E-001                  1.5948488573279802E+000                  5.0759462569849356E-001                  4.7281679751492905E-001                  1.3826405133948315E-004                  1.6773378793485025E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  9.4754225242324726E+000                  5.2250729963438758E+000                                        3                                       10 
                                     245                                      942                  5.6686012598193893E+006                  5.2708850921851633E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.6048474150305765E+000                  3.0664279384867105E-001                  7.8128082524331344E-008                  3.8442958175281805E-001                  3.5855178929502418E-001                  3.0664279384867105E-001                  7.8128082524331344E-008                  3.8442958175281805E-001                  3.5855178929502418E-001                  4.4173472945989216E+000                 -2.8034911781756769E+001                 -1.1138109839567303E+001                  4.4173472945989216E+000                  1.2231615350253744E+000                  4.4170694912697455E+000                 -2.8034911781756769E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.0434410128254372E+033                  9.8552908215433368E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4591489956045223E+000                  4.4169368529332615E+000                  8.1282359612208288E-001                  3.9885116941146483E+000                  0.0000000000000000E+000                  1.6389825614049080E+001                  7.4453304023372102E-001                  7.5381741661976065E+000                  7.6052580246196833E-001                  7.2741659698123862E-001                  1.7022343331727197E+000                  4.5483318555067531E-001                  5.2564065290041728E-001                  1.4539337896948872E-004                  1.1876315107433185E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  9.2248754505088186E+000                  5.4758847138930085E+000                                        3                                       10 
                                     250                                      939                  6.5418512825333970E+006                  5.2226045294724193E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.3649749071314741E+000                  2.9048433223772840E-001                  7.8128082024730983E-008                  3.8442958175281794E-001                  3.5717642161791635E-001                  2.9048433223772840E-001                  7.8128082024730983E-008                  3.8442958175281794E-001                  3.5717642161791635E-001                  4.4429296420683713E+000                 -2.7631425437968783E+001                 -9.8999999999999986E+001                  4.4429296420683713E+000                  1.1333017125931426E+000                  4.4427166993230367E+000                 -2.7631425437968783E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9653772829154198E+033                  9.6884450831250290E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4525418781277786E+000                  4.4424937115704628E+000                  8.3881626039417101E-001                  3.9365263655704723E+000                  0.0000000000000000E+000                  1.6384163508508287E+001                  7.5128303877651703E-001                  7.5434315581592006E+000                  8.0077602256645841E-001                  7.0097600163733587E-001                  1.8254416388892607E+000                  4.0195199800664233E-001                  5.7856323528346698E-001                  1.5122437145260271E-004                  8.6432290579172076E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  8.9867571584764718E+000                  5.7141687901435922E+000                                        3                                       10 
                                     255                                      938                  7.3219937121985042E+006                  5.1738466148914837E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.1403741072904889E+000                  2.7422113056726416E-001                  7.8128082024730983E-008                  3.8442958175281799E-001                  3.5370354754789596E-001                  2.7422113056726416E-001                  7.8128082024730983E-008                  3.8442958175281799E-001                  3.5370354754789596E-001                  4.4672947157951608E+000                 -2.7205547746476373E+001                 -9.8999999999999986E+001                  4.4672947157951608E+000                  1.0350381605075389E+000                  4.4671341666386892E+000                 -2.7205547746476373E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.8617529392454461E+033                  9.4663998928750771E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4450494476686755E+000                  4.4668297337623253E+000                  8.6596913240830919E-001                  3.8822206215421957E+000                  0.0000000000000000E+000                  1.6381249433949474E+001                  7.6108873135132604E-001                  7.5492821645860504E+000                  8.4545705908664259E-001                  6.7457463362439363E-001                  1.9676612948692547E+000                  3.4914926406483643E-001                  6.3139382166342584E-001                  1.5631131815985376E-004                  6.4833601407756594E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  8.7615413021067514E+000                  5.9394898235150455E+000                                        3                                       10 
                                     260                                      951                  8.0198116188372523E+006                  5.1249135932561556E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  3.9073755549425515E+000                  2.5786636478360392E-001                  7.8128081802686378E-008                  3.8633446661055620E-001                  3.5311958974672009E-001                  2.5786636478360392E-001                  7.8128081802686378E-008                  3.8633446661055620E-001                  3.5311958974672009E-001                  4.4904421521651106E+000                 -2.6750376560239399E+001                 -9.8999999999999986E+001                  4.4904421521651106E+000                  9.2517563833914029E-001                  4.4903239632106882E+000                 -2.6750376560239399E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7309719257694763E+033                  9.2460080417416267E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4365352266451445E+000                  4.4899405874364087E+000                  8.9455300129241200E-001                  3.8250528837739903E+000                  0.0000000000000000E+000                  1.6381363829700746E+001                  7.7430721738041919E-001                  7.5558246997384266E+000                  8.9550856129648670E-001                  6.4812941660186130E-001                  2.1342234853422917E+000                  2.9625883138479991E-001                  6.8430332908903913E-001                  1.6108822436038120E-004                  5.0214001839611697E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  8.5488567980580807E+000                  6.1522411889955446E+000                                        3                                       10 
                                     265                                      970                  8.6435742369185332E+006                  5.0777912125310474E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  3.6858322903371565E+000                  2.4473632095772857E-001                  7.8128081636152924E-008                  3.8975849029391768E-001                  3.5309980485348041E-001                  2.4473632095772857E-001                  7.8128081636152924E-008                  3.8975849029391768E-001                  3.5309980485348041E-001                  4.5123913953341770E+000                 -2.6256628185743121E+001                 -9.8999999999999986E+001                  4.5123913953341770E+000                  8.0081634410680491E-001                  4.5123070130163363E+000                 -2.6256628185743121E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5620553761204914E+033                  8.9955832946602803E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4269583320753148E+000                  4.5118532118691439E+000                  9.2466310264843787E-001                  3.7648326810619386E+000                  0.0000000000000000E+000                  1.6385242301967097E+001                  7.9152017120554841E-001                  7.5632230574032882E+000                  9.5160839900949368E-001                  6.2179550553480445E-001                  2.3306930603464808E+000                  2.4359101010111717E-001                  7.3698435561336550E-001                  1.6585579738008331E-004                  4.0287526761367880E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  8.3486867477114206E+000                  6.3524543845156716E+000                                        3                                       10 
                                     270                                      950                  9.2052651408029571E+006                  5.0306842733516177E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  3.4834000137098480E+000                  2.3157831512132110E-001                  7.8128081802686378E-008                  4.0036032769346130E-001                  3.3222348960611625E-001                  2.3157831512132110E-001                  7.8128081802686378E-008                  4.0036032769346130E-001                  3.3222348960611625E-001                  4.5334819203293542E+000                 -2.5699361763336899E+001                 -1.0660988584847640E+001                  4.5334819203293542E+000                  6.6413523984811540E-001                  4.5334232434553403E+000                 -2.5699361763336899E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.3949314257310749E+033                  8.7100278299243348E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4163497676592618E+000                  4.5329288572839115E+000                  9.5641805418792825E-001                  3.7013227779829578E+000                  0.0000000000000000E+000                  1.6394557701107477E+001                  8.1428080981918394E-001                  7.5719111991599659E+000                  1.0153255266578163E+000                  5.9541590991727900E-001                  2.5674607369748199E+000                  1.9083181937623167E-001                  7.8975297638251740E-001                  1.7102173904113711E-004                  3.3433507966968080E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  8.1593443708634563E+000                  6.5418250113877727E+000                                        3                                       10 
                                     275                                      945                  9.7090239311590996E+006                  4.9835056611101889E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  3.2619464895917778E+000                  2.1511370161729915E-001                  7.8128082080242134E-008                  3.8975849029391807E-001                  3.3219486377382879E-001                  2.1511370161729915E-001                  7.8128082080242134E-008                  3.8975849029391807E-001                  3.3219486377382879E-001                  4.5533409694698044E+000                 -2.5037018417980704E+001                 -1.0837079843903322E+001                  4.5533409694698053E+000                  4.9362276612487993E-001                  4.5533031178008070E+000                 -2.5037018417980704E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1746616267127052E+033                  8.4837319425384063E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4046177210608146E+000                  4.5527514777770941E+000                  9.8979345763141524E-001                  3.6345719710959838E+000                  0.0000000000000000E+000                  1.6412008398599479E+001                  8.4463091139318269E-001                  7.5826657509406328E+000                  1.0883335870290709E+000                  5.6898725638448777E-001                  2.8583787358379662E+000                  1.3797451259198204E-001                  8.4261732595625782E-001                  1.7714078162456794E-004                  2.8615823918390197E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  7.9813762161600277E+000                  6.7198118851523780E+000                                        3                                       10 
                                     280                                      933                  1.0159949391124457E+007                  4.9359136007784299E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  3.0506417158634886E+000                  2.0194789814708480E-001                  7.8128081802686378E-008                  3.9203719853235253E-001                  3.3218728031634714E-001                  2.0194789814708480E-001                  7.8128081802686378E-008                  3.9203719853235253E-001                  3.3218728031634714E-001                  4.5724153635673561E+000                 -2.4163901532601599E+001                 -9.8999999999999986E+001                  4.5724153635673561E+000                  3.0919045114052174E-001                  4.5723916732300678E+000                 -2.4163901532601599E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9422633581738295E+033                  8.3067372470907573E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444844397E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3926599582390500E+000                  4.5719006165041183E+000                  1.0232835526384558E+000                  3.5675917810819024E+000                  0.0000000000000000E+000                  1.6445805477522129E+001                  8.8901236322537991E-001                  7.5974753506285744E+000                  1.1725331594603412E+000                  5.4259404783401621E-001                  3.2231001140528499E+000                  8.5188095621803794E-002                  8.9540950276486297E-001                  1.8538296949689191E-004                  2.5107225393972680E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  7.8148195957277071E+000                  6.8863824961637397E+000                                        3                                       10 
                                     285                                      942                  1.0519938833091937E+007                  4.7435463552899249E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  2.8414772444700271E+000                  1.8880705833820588E-001                  7.8128081802686378E-008                  3.9203719853235253E-001                  3.3218341881504676E-001                  1.8880705833820588E-001                  7.8128081802686378E-008                  3.9203719853235253E-001                  3.3218341881504676E-001                  4.5894250731487967E+000                 -2.2891578056584667E+001                 -9.8999999999999986E+001                  4.5894250731487967E+000                  1.9132574218983095E-001                  4.5894077073940531E+000                 -2.2891578056584667E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7409708334945009E+033                  8.4576507312420470E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444844397E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3852214045729907E+000                  4.5894730042821816E+000                  1.0469468538596050E+000                  3.5202651786396042E+000                  0.0000000000000000E+000                  1.6514106825843719E+001                  9.5896462915510816E-001                  7.6201635409851747E+000                  1.2591182319825702E+000                  5.1913441806762761E-001                  3.6354095201776033E+000                  3.8268836129790346E-002                  9.4233404711142710E-001                  1.9809318981449937E-004                  2.2574135629120737E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  7.6762955419418404E+000                  7.0249189412274005E+000                                        3                                       10 
                                     290                                      973                  1.0684503219657145E+007                  4.3314740050454033E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  2.7181718865089333E+000                  1.8061685037777797E-001                  7.8128081913708680E-008                  3.9051805970672937E-001                  3.3217963411699586E-001                  1.8061685037777797E-001                  7.8128081913708680E-008                  3.9051805970672937E-001                  3.3217963411699586E-001                  4.5984658773396196E+000                 -2.1549697162258219E+001                 -9.8999999999999986E+001                  4.5984658773396196E+000                  2.6992634581591934E-001                  4.5984454949560156E+000                 -2.1549697162258219E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6584426939773235E+033                  8.9466181592661712E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444844415E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3891219704858724E+000                  4.6006767370932344E+000                  1.0447475884393693E+000                  3.5246637094800755E+000                  0.0000000000000000E+000                  1.6603964646118271E+001                  1.0366053964600865E+000                  7.6452968970719937E+000                  1.3070290538915810E+000                  5.0748895673536187E-001                  3.8819125805729837E+000                  1.4977913470241336E-002                  9.6562894880870209E-001                  2.1251143087169929E-004                  2.1313349547591662E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  7.6111457816564130E+000                  7.0900796154093060E+000                                        3                                       10 
                                     295                                      995                  1.0746395973996798E+007                  3.9091325401271515E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  2.6379176000398967E+000                  1.7571102690032625E-001                  7.8128082246775588E-008                  3.8633446661055637E-001                  3.3217564278091166E-001                  1.7571102690032625E-001                  7.8128082246775588E-008                  3.8633446661055637E-001                  3.3217564278091166E-001                  4.6011165294125593E+000                 -2.0310326173062183E+001                 -9.8999999999999986E+001                  4.6011165294125593E+000                  4.4589607930374575E-001                  4.6010861500224500E+000                 -2.0310326173062183E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6349053331679405E+033                  9.6023421243335847E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444844468E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3988650499364530E+000                  4.6089401629362232E+000                  1.0293931424597027E+000                  3.5553726014394087E+000                  0.0000000000000000E+000                  1.6697773203022027E+001                  1.1118209944192894E+000                  7.6694627570586276E+000                  1.3266749854198190E+000                  5.0295672201478925E-001                  3.9871232538662591E+000                  5.9134440295329988E-003                  9.7469650280333209E-001                  2.2672369740263035E-004                  2.0740676329293210E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  7.5863298491933371E+000                  7.1149058619711560E+000                                        3                                        5 
                                     300                                     1018                  1.0770325379563984E+007                  3.5017020968230907E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  2.5308501232005693E+000                  1.6756034265654052E-001                  7.8128081469619470E-008                  3.8060419647507626E-001                  3.3217211322963774E-001                  1.6756034265654052E-001                  7.8128081469619470E-008                  3.8060419647507626E-001                  3.3217211322963774E-001                  4.5967029418177292E+000                 -1.9163785106801242E+001                 -9.8999999999999986E+001                  4.5967029418177283E+000                  6.4446510711838623E-001                  4.5966544609128901E+000                 -1.9163785106801242E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5903896066209053E+033                  1.0092797466125983E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444844370E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4094140988697488E+000                  4.6173946393270571E+000                  1.0125222827885274E+000                  3.5891143207817593E+000                  0.0000000000000000E+000                  1.6792039907406043E+001                  1.1861520209801899E+000                  7.6925565899346786E+000                  1.3345396706744332E+000                  5.0117962864502308E-001                  4.0299437721450895E+000                  2.3592572900416656E-003                  9.7825334651400886E-001                  2.4062438733716765E-004                  2.0468524803941114E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  7.5767549576177471E+000                  7.1244898887527199E+000                                        3                                       10 
                                     305                                     1032                  1.0779877502381584E+007                  3.1154977209081522E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  2.3558651471670942E+000                  1.5619946675666518E-001                  7.8128081691664075E-008                  3.7445746545091674E-001                  3.3216836123081350E-001                  1.5619946675666518E-001                  7.8128081691664075E-008                  3.7445746545091674E-001                  3.3216836123081350E-001                  4.5826802981391053E+000                 -1.8153329056559464E+001                 -1.1138109839567303E+001                  4.5826802981391053E+000                  8.2328276951585155E-001                  4.5826047150611435E+000                 -1.8153329056559464E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4654802369406301E+033                  1.0660405258545173E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444844397E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4179036280192188E+000                  4.6260647914561490E+000                  9.9987830055413374E-001                  3.6144022852505469E+000                  0.0000000000000000E+000                  1.6881691285283370E+001                  1.2578207066597407E+000                  7.7134453755995498E+000                  1.3376412696930611E+000                  5.0048441896815998E-001                  4.0469417578314104E+000                  9.6883793631952425E-004                  9.7964602762960939E-001                  2.5323791095061709E-004                  2.0340918459332681E-004                  3.4468833607861392E-003                  9.3805276451495428E-003                  7.5730139560484462E+000                  7.1282387251075532E+000                                        3                                       10 
